emp_no,first_name,birth_date,last_name,gender,salary,to_date
27332,Charmane,1952-02-28,Merey,M,50065,9999-01-01
27337,Mads,1952-04-05,Undy,M,76666,9999-01-01
27357,Tsvetan,1955-07-08,Schmiedel,F,50247,9999-01-01
27107,Lansing,1954-09-18,Murtha,M,40000,9999-01-01
27365,Mang,1953-06-03,Morris,M,55807,9999-01-01
27367,Mokhtar,1955-09-28,Junet,M,43757,9999-01-01
27368,Dipayan,1955-12-23,Keustermans,F,67825,9999-01-01
27369,Cedric,1953-09-01,Chinen,F,60493,9999-01-01
27373,Jiafu,1955-02-23,Varman,F,47814,9999-01-01
27374,Sham,1953-02-06,Brattka,M,40000,9999-01-01
27112,Yechezkel,1952-09-10,Anily,M,40000,9999-01-01
27377,Mara,1955-08-23,Gils,F,84481,9999-01-01
27381,Eirik,1955-12-16,Ambroszkiewicz,M,42709,9999-01-01
27117,Shirish,1953-04-26,Eugenio,M,40000,9999-01-01
27396,Brendon,1955-05-23,Zykh,M,55838,9999-01-01
27403,Mamdouh,1953-07-04,Hiroyama,M,62351,9999-01-01
27412,Shigeaki,1955-08-15,Boguraev,M,61079,9999-01-01
27413,Phuoc,1953-07-12,Aamodt,F,55604,9999-01-01
27416,Subir,1954-11-04,Ratnaker,M,69385,9999-01-01
27429,Nahid,1954-01-08,Plotkin,M,43877,9999-01-01
27441,Kitty,1953-11-11,Demian,M,40000,9999-01-01
27446,Heon,1952-03-02,Levergood,F,50327,9999-01-01
27460,Chikara,1955-01-01,Munck,M,75794,9999-01-01
27463,Masaki,1954-03-11,McDermid,M,69431,9999-01-01
27118,Anestis,1952-05-10,Azadmanesh,M,40000,9999-01-01
27130,Kazuhira,1955-10-05,Rathonyi,M,40000,9999-01-01
27492,Guoxiang,1952-12-21,Provine,F,40000,9999-01-01
27496,Marke,1955-11-28,Angelov,M,40000,9999-01-01
27193,Dulce,1953-01-21,Nivat,M,55338,9999-01-01
27511,Jiann,1953-05-16,Perelgut,M,56672,9999-01-01
27528,Martijn,1952-10-04,Baranowski,M,60021,9999-01-01
27540,Hein,1953-10-30,Yeung,M,79186,9999-01-01
27548,Slavian,1954-04-05,Riexinger,M,84954,9999-01-01
27557,Teunis,1953-07-29,Oxman,M,75640,9999-01-01
27566,Annemarie,1955-02-07,Kobuchi,F,43878,9999-01-01
27202,Takanari,1953-11-05,Rouquie,F,40000,9999-01-01
27580,Mona,1955-08-07,Haumacher,M,41048,9999-01-01
27203,Conal,1954-03-07,Aloia,F,57122,9999-01-01
27765,Shushma,1953-08-04,Litvinov,M,54079,9999-01-01
27604,Yuguang,1955-03-16,Sudbeck,F,65633,9999-01-01
27619,Ronghao,1952-11-02,Poulakidas,M,40000,9999-01-01
27626,Vishu,1955-06-29,Flanders,M,55682,9999-01-01
27628,Stafford,1952-09-18,Blokdijk,M,40000,9999-01-01
27772,Shahaf,1955-08-14,Salvesen,F,78337,9999-01-01
27642,Muneo,1952-10-07,Zockler,F,55756,9999-01-01
27780,Siamak,1952-03-29,Simkin,M,50109,9999-01-01
27652,Jacqueline,1952-12-06,Matteis,M,65541,9999-01-01
27654,Sajjan,1953-12-13,Morris,M,40000,9999-01-01
27781,Qiwen,1953-01-07,Wielonsky,F,62986,9999-01-01
27786,Lijia,1954-12-27,Taubman,F,40000,9999-01-01
27670,Yolla,1954-10-30,Merey,M,56308,9999-01-01
27671,JiYoung,1953-05-01,Flasterstein,M,40000,9999-01-01
27787,Xinglin,1955-11-17,Bondorf,M,40000,9999-01-01
27677,Mohammed,1954-05-17,Peak,F,40000,9999-01-01
27797,Kazuhisa,1953-08-31,Botman,F,80542,9999-01-01
27687,Ronghao,1955-05-06,Baumann,M,59878,9999-01-01
27801,Naraig,1953-12-23,Danecki,F,49614,9999-01-01
27703,Mahmut,1953-06-22,Douceur,F,60307,9999-01-01
27708,Dayanand,1955-12-27,Gill,F,40000,9999-01-01
27837,Branimir,1954-03-31,Chachaty,F,48325,9999-01-01
27711,Leaf,1954-05-31,Goodrum,M,61350,9999-01-01
27730,Uinam,1955-03-16,Perng,F,58624,9999-01-01
27732,Girolamo,1955-06-04,Facello,M,48552,9999-01-01
27739,Youssef,1953-02-16,Piancastelli,F,65487,9999-01-01
27749,Katsuyuki,1953-10-20,Biros,M,75591,9999-01-01
27843,Bedir,1954-01-29,Speek,F,45565,9999-01-01
27756,Stevo,1953-07-28,Suwa,F,67919,9999-01-01
27759,Subhada,1953-09-18,Spelt,F,40000,9999-01-01
27848,Tooru,1955-02-09,Bednarek,F,57650,9999-01-01
27854,Yurii,1955-11-13,Unni,F,40000,9999-01-01
27856,Lokesh,1952-03-18,Holburn,M,40000,9999-01-01
27953,Katsuyuki,1953-07-11,Eiter,M,58600,9999-01-01
27958,Uno,1952-05-01,Hasham,F,40000,9999-01-01
27959,Moheb,1952-02-28,Dusink,M,41635,9999-01-01
27880,Yinlin,1952-03-18,Poujol,F,51080,9999-01-01
27961,Wojceich,1953-12-31,Murtafg,M,40000,9999-01-01
27968,Harngdar,1953-05-19,England,M,40000,9999-01-01
27975,Remmert,1952-02-07,Rehfuss,F,40000,9999-01-01
27978,Sedat,1952-07-13,Unni,F,48155,9999-01-01
27988,Armond,1953-03-23,Etalle,M,40000,9999-01-01
27883,Woody,1953-11-08,Nilsson,M,40000,9999-01-01
27995,Yunming,1953-05-15,Serre,M,40000,9999-01-01
27884,Kristina,1955-12-22,Zucker,M,61284,9999-01-01
27888,Berna,1955-11-08,Birta,M,44357,9999-01-01
28008,Shugo,1954-05-08,Luit,M,40000,9999-01-01
27899,Kristen,1955-10-04,Hebert,F,82598,9999-01-01
28027,Kagan,1954-06-02,Wallrath,F,43739,9999-01-01
27905,Monique,1955-07-02,Barinka,F,40000,9999-01-01
27910,Gil,1955-01-25,Haumacher,F,45887,9999-01-01
27914,Valter,1953-11-25,Businaro,M,40000,9999-01-01
27926,Mats,1953-11-12,Huttel,M,40000,9999-01-01
28074,Shmuel,1954-12-09,Syrotiuk,M,73538,9999-01-01
28076,Suzette,1953-12-03,Pelc,M,69666,9999-01-01
28079,Rimon,1955-02-06,Salvesen,M,45156,9999-01-01
28082,Michaela,1955-09-09,Sudbeck,M,48193,9999-01-01
27939,Seongbae,1952-12-06,Axelband,M,44292,9999-01-01
28104,Dmitry,1953-08-12,Marsiglia,F,40000,9999-01-01
28139,Theron,1952-06-21,Merkl,M,40000,9999-01-01
28127,Minghong,1953-07-08,Veevers,M,60672,9999-01-01
28143,Adin,1953-07-04,Teitelbaum,M,50403,9999-01-01
28146,Niteen,1954-01-06,Azadmanesh,M,65417,9999-01-01
28149,Sandeepan,1953-12-23,Gulik,M,40000,9999-01-01
28161,Kwan,1952-05-13,Nicolson,F,86867,9999-01-01
28318,Teunis,1955-10-19,Whitcomb,M,40000,9999-01-01
28321,Heather,1953-04-03,Oehlmann,M,63173,9999-01-01
28322,Premal,1955-06-30,Millington,F,51484,9999-01-01
28165,Sanjit,1954-12-19,Lorch,M,52169,9999-01-01
28327,Pascal,1954-08-14,Welham,M,43771,9999-01-01
28330,Weidon,1953-09-08,Hagimont,M,40000,9999-01-01
28171,Filipe,1955-10-14,Setlzner,F,40000,9999-01-01
28344,Fan,1953-03-28,Barriga,F,72407,9999-01-01
28345,Tamiya,1953-01-11,Seghrouchni,F,69757,9999-01-01
28207,Sakthirel,1952-08-08,Ebeling,M,70931,9999-01-01
28350,Theron,1952-04-01,Heusch,M,70661,9999-01-01
28354,Geoffrey,1952-09-12,Prochazka,M,73846,9999-01-01
28358,Constantino,1954-01-24,Salinas,F,69377,9999-01-01
28359,Kshitij,1953-06-12,Stellhorn,M,50744,9999-01-01
28366,Abdelwaheb,1954-12-21,Falster,M,62653,9999-01-01
28373,Steen,1952-12-02,Bhattacharjee,M,100154,9999-01-01
28382,Mihalis,1954-09-23,Zuberek,F,40000,9999-01-01
28383,Gladys,1952-07-06,Chimia,M,69090,9999-01-01
28208,Tristan,1953-12-08,Lienhardt,M,41234,9999-01-01
28385,Filipp,1952-05-03,Conia,M,58947,9999-01-01
28386,Snehasis,1952-02-10,Spelt,M,60977,9999-01-01
28209,Gadiel,1954-03-10,Millington,M,55371,9999-01-01
28391,Elvia,1953-12-28,Brlek,M,40000,9999-01-01
28394,Gaetan,1953-04-15,Emiris,F,40000,9999-01-01
28240,Reuven,1954-04-04,Lorcy,M,68969,9999-01-01
28404,Francesca,1953-07-12,Schicker,M,61697,9999-01-01
28411,Weicheng,1954-05-31,Yavatkar,F,79294,9999-01-01
28413,Nadjib,1954-03-22,Brodie,M,40000,9999-01-01
28414,Juichirou,1953-04-04,Azadmanesh,F,40000,9999-01-01
28418,Sachio,1954-11-27,Suermann,M,51567,9999-01-01
28422,Eckart,1954-02-04,Cmelik,M,42779,9999-01-01
28432,Manton,1953-06-17,Validov,M,40000,9999-01-01
28242,Thodoros,1955-03-17,Vasanthakumar,M,86610,9999-01-01
28440,Cordelia,1952-10-08,Tomescu,M,52279,9999-01-01
28444,Harjit,1953-12-03,Henseler,M,58330,9999-01-01
28447,Anneke,1953-06-03,Ghelli,F,40000,9999-01-01
28478,Chiradeep,1953-11-15,Simmen,M,40000,9999-01-01
28487,Ziva,1955-02-07,Alblas,M,71338,9999-01-01
28490,Marsal,1955-08-08,Jervis,F,40932,9999-01-01
28501,Nagui,1955-07-29,Viele,M,40000,9999-01-01
28504,Boalin,1955-03-14,Peng,F,68605,9999-01-01
28510,Subhankar,1952-10-27,Desikan,M,59021,9999-01-01
28511,Shugo,1955-09-17,Pero,F,40000,9999-01-01
28525,Dannz,1955-02-01,Highland,M,68550,9999-01-01
28528,Sariel,1954-07-06,Veccia,M,42429,9999-01-01
28529,Mabo,1954-11-04,Griswold,F,45642,9999-01-01
28542,Ferdinand,1953-10-26,Guardalben,F,40000,9999-01-01
28555,Kankanahalli,1954-10-12,Wendorf,M,83282,9999-01-01
28281,Adhemar,1953-12-28,Oxenboll,M,101359,9999-01-01
28565,Rosalie,1952-11-18,Bain,F,77381,9999-01-01
28596,Perla,1952-07-10,Porotnikoff,M,81312,9999-01-01
28600,Mingzeng,1953-03-29,Whitcomb,F,59057,9999-01-01
28283,Quingbo,1952-03-29,Dulay,F,61549,9999-01-01
28613,Giao,1952-10-24,Stemann,M,43165,9999-01-01
28288,Martijn,1953-10-04,Niizuma,F,40000,9999-01-01
28619,Pragnesh,1952-04-05,Majewski,F,85927,9999-01-01
28298,Holgard,1952-06-04,Ritcey,F,79373,9999-01-01
28627,Serge,1954-06-13,Plumb,F,51711,9999-01-01
28628,Zhonghui,1954-06-05,Zyda,M,40000,9999-01-01
28631,Dmitry,1953-08-02,Marletta,F,78423,9999-01-01
28632,Arne,1955-02-07,Boreale,F,40000,9999-01-01
28306,Wilmer,1952-02-15,Papsdorf,M,42741,9999-01-01
28315,Hideo,1955-07-20,Servi,F,44797,9999-01-01
28653,Pranay,1954-02-22,Flanders,F,40000,9999-01-01
28687,Ulf,1954-01-25,Ghazalie,F,78825,9999-01-01
28673,Carrsten,1955-12-03,Zultner,M,40000,9999-01-01
28677,Terresa,1954-03-28,Gunderson,M,40000,9999-01-01
28689,Jessie,1952-07-22,Lores,F,81307,9999-01-01
28873,Toshimo,1953-01-21,Attimonelli,M,40000,9999-01-01
28703,Tremaine,1955-05-05,Remmele,M,40000,9999-01-01
28881,Masaki,1953-01-23,Rosin,M,43881,9999-01-01
28714,Arco,1953-05-04,Poehlman,M,40000,9999-01-01
28890,Lijie,1953-04-30,Puoti,M,40000,9999-01-01
28891,Susanna,1955-10-18,Krohn,F,40000,9999-01-01
28715,Bikash,1954-03-06,Fordan,M,40000,9999-01-01
28716,Kristian,1953-06-28,Hertweck,M,62924,9999-01-01
28726,Marie,1955-11-29,Veldwijk,F,54207,9999-01-01
28922,Xiadong,1952-09-30,Willoner,M,40000,9999-01-01
28933,Alain,1954-04-09,Bernick,M,40000,9999-01-01
28734,Arvind,1955-08-30,Heydon,F,83827,9999-01-01
28739,Elliott,1954-04-13,Wixon,F,68199,9999-01-01
28746,Steve,1953-05-16,Maquelin,F,42912,9999-01-01
28958,Angel,1955-12-28,Wossner,M,61697,9999-01-01
28962,Wuxu,1954-11-17,Gini,M,40000,9999-01-01
28750,Guangming,1954-02-15,Speckmann,M,56693,9999-01-01
28966,Shakhar,1954-01-03,Zirintsis,M,40000,9999-01-01
28968,Shalesh,1952-04-10,Gerteisen,M,62182,9999-01-01
28969,Ute,1955-08-23,Sinitsyn,M,40000,9999-01-01
28972,Jianhao,1955-10-12,Radivojevic,F,75895,9999-01-01
28753,Leaf,1954-01-07,Lichtner,M,73262,9999-01-01
28976,Kazuhiko,1954-09-03,Aingworth,F,40000,9999-01-01
28755,Xiahua,1953-08-14,Cmelik,M,40000,9999-01-01
28981,Dipayan,1954-07-13,Bernardinello,M,40000,9999-01-01
28983,Mohammed,1954-12-24,Luca,M,40000,9999-01-01
28757,Branimir,1953-05-13,Poupard,F,40000,9999-01-01
28770,Abdelghani,1954-03-30,Farris,M,49773,9999-01-01
28993,Domenick,1953-08-29,Rijckaert,M,65380,9999-01-01
28997,Persi,1954-07-20,Ramsay,M,66934,9999-01-01
28773,Tomokazu,1952-08-20,Polupanov,F,40000,9999-01-01
28779,Fayez,1953-01-09,Bottner,F,68120,9999-01-01
29017,Mats,1955-03-18,Pews,M,43050,9999-01-01
29024,Qunsheng,1952-04-16,Itzigehl,F,41232,9999-01-01
29026,Parto,1953-03-18,Byoun,F,40000,9999-01-01
28782,Marl,1953-06-16,Yemenis,F,48475,9999-01-01
29030,Nikolaus,1955-12-09,Heiserman,M,66552,9999-01-01
29032,Mizuhito,1954-07-24,Rassart,M,61256,9999-01-01
28794,Kyoichi,1954-05-20,Peron,M,40000,9999-01-01
28811,Cristinel,1954-12-17,Vrecion,M,56023,9999-01-01
29052,Doowon,1954-12-13,Azulay,M,40000,9999-01-01
28818,Hongzhu,1952-07-18,Panienski,M,40000,9999-01-01
28827,Hugh,1953-02-23,Heydon,M,51130,9999-01-01
28855,Shan,1954-05-31,Heering,F,56014,9999-01-01
29059,Arumugam,1954-05-05,Legleitner,M,57837,9999-01-01
29063,Mary,1954-09-01,Seuren,M,41782,9999-01-01
28867,Shahar,1954-07-05,Awdeh,M,60339,9999-01-01
29071,Jaideep,1954-05-04,Hennings,M,55949,9999-01-01
29077,Candida,1953-08-24,Tagansky,M,41624,9999-01-01
29243,Sibyl,1953-09-05,Koyama,M,54488,9999-01-01
29080,Panayotis,1954-02-01,Shumilov,M,46519,9999-01-01
29101,Jouni,1952-03-25,Salverda,M,40000,9999-01-01
29105,Snehasis,1953-02-25,Marsiglia,M,52645,9999-01-01
29250,Radoslaw,1952-08-11,Besancenot,M,60178,9999-01-01
29256,Mountaz,1953-01-20,Schiettecatte,F,41599,9999-01-01
29120,Parto,1954-06-02,Bergere,F,85465,9999-01-01
29126,Visit,1954-07-04,Suessmith,M,49310,9999-01-01
29284,Aloys,1954-06-17,Hofman,M,59542,9999-01-01
29133,Rafael,1954-01-10,Peck,M,67100,9999-01-01
29156,Youngkon,1954-12-22,Cyne,M,40509,9999-01-01
29317,Navin,1955-08-10,Conia,M,40000,9999-01-01
29178,Hairong,1955-10-20,Foong,M,50500,9999-01-01
29182,Arumugam,1952-11-17,Aamodt,F,40000,9999-01-01
29190,Mahendra,1953-12-20,Sudbeck,F,40000,9999-01-01
29191,Ayakannu,1952-02-18,Krogh,M,46650,9999-01-01
29194,Sarita,1952-05-02,Peris,F,47274,9999-01-01
29199,Chaoyi,1953-07-07,Mondadori,M,59549,9999-01-01
29202,Rajmohan,1953-04-26,Roohalamini,F,56930,9999-01-01
29208,Radoslaw,1953-03-29,Schusler,F,52370,9999-01-01
29329,Takushi,1952-06-20,Sooriamurthi,M,58949,9999-01-01
29214,Stepehn,1955-04-27,Schach,M,47759,9999-01-01
29222,Remzi,1953-07-08,Trachtenberg,F,40000,9999-01-01
29342,Moti,1953-04-21,Muniz,M,40000,9999-01-01
29228,Leszek,1953-11-11,Guerreiro,M,40000,9999-01-01
29237,Gennadi,1955-08-20,Beznosov,F,40000,9999-01-01
29361,LiMin,1953-07-25,McDermid,M,40000,9999-01-01
29366,Domenico,1952-09-22,Ohori,F,54398,9999-01-01
29372,Parke,1955-05-15,Chinin,F,40000,9999-01-01
29436,Godehard,1953-04-04,Schnelling,M,52520,9999-01-01
29387,Roddy,1954-10-20,Saoudi,M,81501,9999-01-01
29442,Horward,1954-04-07,Piazza,M,52113,9999-01-01
29389,Takushi,1952-09-02,Swist,F,40000,9999-01-01
29390,Mang,1953-07-26,Crooks,M,40000,9999-01-01
29407,Reuven,1954-07-06,Strandh,M,40000,9999-01-01
29465,Kshitij,1954-03-26,Ramsay,M,82584,9999-01-01
29468,Ramya,1953-02-01,Bojadziev,M,40000,9999-01-01
29469,Rafael,1954-10-30,Cmelik,F,46713,9999-01-01
29485,Ortrun,1954-03-19,Shobatake,M,55230,9999-01-01
29486,Jouni,1952-12-14,Gerteisen,M,61982,9999-01-01
29488,Niclas,1952-11-28,Eastman,M,51869,9999-01-01
29495,Mizuhito,1952-09-29,Morrey,M,70970,9999-01-01
29507,Adel,1953-12-05,Panwar,F,58624,9999-01-01
29511,Sadegh,1952-12-27,Taubman,F,47419,9999-01-01
29513,Genki,1952-02-24,Cusworth,M,43835,9999-01-01
29515,Kish,1952-09-15,Karcich,F,40000,9999-01-01
29519,Theirry,1954-12-22,Bahr,F,55816,9999-01-01
29520,Shunichi,1955-02-24,Ozery,F,40000,9999-01-01
29524,Murthy,1953-06-08,Engberts,M,40000,9999-01-01
29527,Adamantios,1955-05-30,Oaver,M,58827,9999-01-01
29559,Shin,1953-01-10,Edelhoff,F,56698,9999-01-01
29573,Kwangsub,1955-12-07,Linnainmaa,F,84246,9999-01-01
29580,Rafail,1955-05-24,Peyn,M,42440,9999-01-01
29583,Subhada,1952-06-27,Waymire,M,80921,9999-01-01
29419,Kendra,1954-08-25,Scharstein,M,51369,9999-01-01
29594,Yolla,1953-10-08,Ermel,M,47004,9999-01-01
29596,Geoff,1953-06-09,Lueh,M,60429,9999-01-01
29597,Yoshinari,1952-11-27,Codenie,F,40000,9999-01-01
29603,Kristina,1955-06-21,Khamsi,M,68610,9999-01-01
29425,Mingdong,1955-10-28,Muntz,F,40000,9999-01-01
29797,Selwyn,1952-08-30,Krzyzanowski,M,40000,9999-01-01
29623,Heekeun,1954-04-22,Stille,M,40000,9999-01-01
29651,Divier,1953-11-25,Knightly,M,68240,9999-01-01
29802,Herb,1952-07-27,Paciorek,F,40000,9999-01-01
29652,Khatoun,1953-04-11,Chleq,M,40000,9999-01-01
29810,Arne,1952-07-06,Madeira,M,56015,9999-01-01
29659,Adel,1955-04-07,Pokrovskii,F,45464,9999-01-01
29811,Erzsebet,1952-06-03,Kohling,M,48409,9999-01-01
29812,Yefim,1955-05-05,Gimarc,M,45714,9999-01-01
29816,Kiyomitsu,1953-10-07,Munck,M,64415,9999-01-01
29817,Florian,1954-10-18,Sadowski,M,41810,9999-01-01
29690,Eran,1955-12-14,Fioravanti,M,90555,9999-01-01
29825,Jeong,1955-10-13,Kenevan,F,40000,9999-01-01
29829,Pranjal,1952-10-07,Pepe,M,44008,9999-01-01
29715,Dinah,1953-03-19,Valette,M,63539,9999-01-01
29719,Sumant,1954-07-18,Takkinen,M,66023,9999-01-01
29722,Aron,1955-10-10,Flanders,M,54348,9999-01-01
29856,Yuichiro,1952-03-01,Pardalos,M,40000,9999-01-01
29729,Alassane,1953-04-14,Bernatsky,M,87778,9999-01-01
29739,Danil,1953-07-10,Comyn,M,40000,9999-01-01
29871,Xiaobin,1953-01-16,Pocchiola,M,56260,9999-01-01
29759,Arif,1954-07-14,Thimonier,M,40000,9999-01-01
29760,Jinya,1955-09-05,Paludetto,F,68525,9999-01-01
29877,Mingsen,1952-08-10,Kitai,F,40000,9999-01-01
29902,Kasturi,1952-08-31,Asser,M,65826,9999-01-01
29777,Dharmaraja,1954-10-19,Muntz,M,44291,9999-01-01
29788,Radhia,1955-02-11,Kaminger,F,50834,9999-01-01
29795,Kristine,1955-07-10,Sessa,F,72639,9999-01-01
29917,Sahrah,1953-01-28,Roohalamini,M,79167,9999-01-01
29983,Lucian,1955-05-13,Christ,M,40000,9999-01-01
29985,Marin,1953-05-03,Roisin,M,60087,9999-01-01
29919,Goa,1954-01-26,Kugler,M,40000,9999-01-01
29991,Aral,1952-03-07,Rosenbaum,M,83701,9999-01-01
29946,Shooichi,1955-08-10,McClure,F,55355,9999-01-01
29996,Gennady,1954-12-13,Pfau,M,40000,9999-01-01
30000,Matt,1953-01-07,Avouris,F,58543,9999-01-01
30001,Izaskun,1953-03-27,Morton,M,40000,9999-01-01
30008,Tsutomu,1953-04-09,Kalafatis,M,57431,9999-01-01
29948,Elzbieta,1955-04-12,Kruskal,F,40000,9999-01-01
29950,Laurentiu,1953-12-31,Vasanthakumar,F,43906,9999-01-01
29952,Jianhao,1953-10-07,Kusakari,M,40000,9999-01-01
30039,Ronghao,1952-05-16,Antonisse,F,40000,9999-01-01
29955,Dannz,1955-12-21,Bondorf,F,40000,9999-01-01
29969,Lena,1954-09-18,McAffer,M,40000,9999-01-01
30062,Phuoc,1953-12-16,Ertl,M,40000,9999-01-01
30167,Sorina,1955-04-26,Tiemann,M,64649,9999-01-01
30075,Bojan,1953-07-13,Zedlitz,M,55958,9999-01-01
30078,Greger,1953-11-28,Thummel,F,44080,9999-01-01
30083,Wanqing,1955-07-25,Burnard,M,50950,9999-01-01
30084,Jiafu,1954-06-03,Cronin,F,66588,9999-01-01
30092,Kristof,1953-06-10,Pusterhofer,M,73013,9999-01-01
30101,Berni,1952-08-25,Olano,F,40000,9999-01-01
30103,Murthy,1952-04-03,Gini,M,81159,9999-01-01
30106,Zeljko,1952-11-24,Yamaashi,F,40000,9999-01-01
30179,Shirish,1955-04-06,Krzyzanowski,F,76390,9999-01-01
30123,Rosita,1953-05-22,Baba,F,78638,9999-01-01
30136,Unal,1952-02-23,Baranowski,M,40000,9999-01-01
30189,Krisda,1954-04-30,Koblick,F,40000,9999-01-01
30143,Indrajit,1954-06-02,Huttel,M,53875,9999-01-01
30148,Lakshmi,1952-04-19,Linnainmaa,F,68284,9999-01-01
30206,Toong,1952-12-18,Mandelberg,F,40000,9999-01-01
30209,Yannis,1953-05-26,Aloisi,F,89176,9999-01-01
30226,Shiv,1955-08-20,Reghbati,M,47180,9999-01-01
30241,Kensyu,1955-08-16,Thiran,F,63819,9999-01-01
30351,Djenana,1952-10-27,Blokdijk,M,85423,9999-01-01
30364,Miquel,1952-03-11,Byoun,M,40000,9999-01-01
30372,Xiadong,1955-10-19,Maccarone,F,41315,9999-01-01
30269,Dharmaraja,1953-06-08,Valtorta,M,40000,9999-01-01
30373,Jayesh,1954-08-15,Vasanthakumar,F,75420,9999-01-01
30374,Xiaocheng,1955-11-04,Reinhart,F,40000,9999-01-01
30380,Jianhao,1952-04-27,Templeman,M,40000,9999-01-01
30396,Vishv,1953-07-13,Hmelo,M,43983,9999-01-01
30407,Toshiki,1953-02-26,Coors,M,40000,9999-01-01
30274,Hironoby,1952-02-06,Chiola,F,41486,9999-01-01
30408,Masasuke,1954-03-29,Crelier,F,40000,9999-01-01
30410,Feiyu,1954-02-04,Menyhert,M,70577,9999-01-01
30418,Adit,1952-03-05,Perl,F,61205,9999-01-01
30275,Miquel,1955-04-07,Malabarba,M,47626,9999-01-01
30424,Hsiangchu,1954-01-31,Jenevein,F,54214,9999-01-01
30425,Rimli,1954-09-30,Akazan,M,86775,9999-01-01
30276,Kazuhiko,1953-04-19,Matheson,M,40000,9999-01-01
30434,Shay,1954-02-10,Sury,M,61097,9999-01-01
30285,Parke,1953-01-14,Cyre,M,40000,9999-01-01
30302,Amstein,1954-02-10,Sankaranarayanan,M,80557,9999-01-01
30454,Pradeep,1953-12-24,Plessier,F,40000,9999-01-01
30466,Sumant,1952-08-08,Giaccio,M,78285,9999-01-01
30470,Siamak,1952-04-15,Jayawardene,M,63439,9999-01-01
30309,Jayesh,1952-05-20,Azevdeo,M,41215,9999-01-01
30479,Shigenori,1955-08-06,Kampfer,M,56666,9999-01-01
30310,Mototsugu,1954-02-18,Senzako,M,40000,9999-01-01
30313,Srinidhi,1952-12-11,Candan,M,63475,9999-01-01
30497,Youjian,1952-10-19,Pettis,F,79544,9999-01-01
30330,Caolyn,1953-07-28,Nitsch,M,74776,9999-01-01
30509,Keiichiro,1952-12-08,Comellas,M,88983,9999-01-01
30525,Snehasis,1952-09-03,Matzen,M,52728,9999-01-01
30331,Lene,1954-03-12,Vuskovic,F,53126,9999-01-01
30334,Yongqiao,1954-01-30,Atchley,M,40000,9999-01-01
30727,Toshimitsu,1952-05-29,Sury,M,85079,9999-01-01
30537,Bluma,1952-10-27,Gini,F,40000,9999-01-01
30546,Janalee,1954-01-13,Oehlmann,F,50375,9999-01-01
30557,Goncalo,1954-08-03,Manders,M,40000,9999-01-01
30569,Haldon,1954-04-22,Gajiwala,F,47765,9999-01-01
30571,Ziva,1952-03-26,Bonifati,F,40000,9999-01-01
30573,Marie,1954-01-26,Rijckaert,M,40000,9999-01-01
30577,JoAnna,1953-07-29,Rosaz,M,47757,9999-01-01
30588,Chandrasekaran,1954-12-20,Tokunaga,M,40000,9999-01-01
30589,Chirstian,1955-07-22,Reistad,F,49982,9999-01-01
30601,Gilbert,1953-09-28,Cyne,F,66545,9999-01-01
30606,Chuanyi,1953-01-13,Shrader,F,50508,9999-01-01
30622,Naftali,1952-12-08,Perko,F,65210,9999-01-01
30624,Gou,1955-03-20,Rosiles,M,66064,9999-01-01
30633,Arra,1953-10-16,Ranta,M,50009,9999-01-01
30634,Patricio,1952-02-10,Farrel,F,45289,9999-01-01
30644,Marlo,1954-04-21,Hegner,M,40000,9999-01-01
30648,Macha,1953-10-29,Chartres,M,40000,9999-01-01
30655,Xuedong,1954-03-25,Anandan,M,74391,9999-01-01
30656,Gritta,1953-07-18,Ranst,F,40000,9999-01-01
30663,Gurbir,1955-03-28,Sigstam,F,69262,9999-01-01
30666,Guadalupe,1955-05-01,Clemencon,F,48925,9999-01-01
30670,Lillian,1952-12-09,Zizka,M,70748,9999-01-01
30673,Berry,1954-12-23,Ozeki,M,42867,9999-01-01
30679,Shushma,1954-04-21,Gargeya,M,49164,9999-01-01
30689,Jeong,1953-12-14,Potthoff,F,43243,9999-01-01
30702,Vincent,1953-08-02,Shumilov,M,47555,9999-01-01
30705,Satoru,1955-11-14,Teitelbaum,F,55385,9999-01-01
30730,Willard,1953-07-05,Pelc,M,105440,9999-01-01
30744,Khatoun,1952-02-07,Fadgyas,M,46573,9999-01-01
30761,Hisao,1954-04-05,Iisaka,F,40000,9999-01-01
30923,Chandrasekaran,1953-02-02,Ellozy,M,52403,9999-01-01
30936,Rosalyn,1955-09-01,Attimonelli,M,47433,9999-01-01
30769,Berry,1952-03-14,Frolund,M,83160,9999-01-01
30948,Xinan,1954-11-17,Lunt,M,50840,9999-01-01
30951,Alagu,1953-03-21,Matzen,F,40000,9999-01-01
30791,Xiong,1952-08-10,Ariola,M,40000,9999-01-01
30968,Ingemar,1954-08-19,Karlin,F,40000,9999-01-01
30802,Keung,1953-10-29,Bernini,F,40000,9999-01-01
30819,Sachio,1953-01-16,Asrin,F,40000,9999-01-01
30998,Zhongwei,1952-09-03,Ebeling,M,40000,9999-01-01
30999,Yuuichi,1954-01-13,Lorys,F,40000,9999-01-01
31005,Ulises,1952-09-10,Gustavson,F,60742,9999-01-01
30824,Subbu,1953-09-19,Bellone,F,49016,9999-01-01
31019,Arve,1952-07-23,Junot,M,40000,9999-01-01
31024,Xiadong,1953-08-27,Ciolek,F,63217,9999-01-01
30828,Duke,1955-08-25,Baumann,F,40000,9999-01-01
